Url,Song,Band
/lyric/31858143/From+First+to+Last/I+Solemnly+Swear+That+I+Am+Up+to+No+Good,I Solemnly Swear That I Am Up to No Good,From First to Last
/lyric/31858140/From+First+to+Last/Never+In+Reverie,Never In Reverie,From First to Last
/lyric/31858146/From+First+to+Last/Straight+to+the+Face,Straight to the Face,From First to Last
/lyric/31646273/From+First+to+Last/Dead+Trees,Dead Trees,From First to Last
/lyric/171628/From+Good+Homes/Here+Comes+the+Rain,Here Comes the Rain,From Good Homes
/lyric/1240239/From+Good+Homes/Cool+Me+Down,Cool Me Down,From Good Homes
/lyric/1240241/From+Good+Homes/Head,Head,From Good Homes
/lyric/1240238/From+Good+Homes/Let+Go,Let Go,From Good Homes
/lyric/1240237/From+Good+Homes/Radio+On,Radio On,From Good Homes
/lyric/1240240/From+Good+Homes/Sunshine,Sunshine,From Good Homes
/lyric/1240242/From+Good+Homes/Walk+on+By,Walk on By,From Good Homes
/lyric/1240243/From+Good+Homes/Wide+Open+Wide,Wide Open Wide,From Good Homes
/lyric/7672299/From+Here+On/Closure,Closure,From Here On
/lyric/7672302/From+Here+On/Tears,Tears,From Here On
/lyric/4794352/From+Zero/The+Other+Side,The Other Side,From Zero
/lyric/4794357/From+Zero/Suffering,Suffering,From Zero
/lyric/4794358/From+Zero/Undeniable,Undeniable,From Zero
/lyric/6279257/From+Zero/I+Don%27t+Care+Anymore,I Don't Care Anymore,From Zero
/lyric/6279253/From+Zero/Lines,Lines,From Zero
/lyric/6279254/From+Zero/Sorry,Sorry,From Zero
/lyric/19625722/Fron+Male+Voice+Choir/Hey+Jude,Hey Jude,Fron Male Voice Choir
/lyric/19625716/Vera+Lynn/We%27ll+Meet+Again,We'll Meet Again,Fron Male Voice Choir
artist/Vera%20Lynn/26680,Vera Lynn,Fron Male Voice Choir
/lyric/5948359/Front+242/Headhunter+%28V2.0%29,Headhunter (V2.0),Front 242
/lyric/1531766/Front+242/Body+to+Body,Body to Body,Front 242
/lyric/1531762/Front+242/Lovely+Day,Lovely Day,Front 242
/lyric/1532818/Front+242/Take+One,Take One,Front 242
/lyric/1532710/Front+242/Masterhit%2C+Pts.+1+%26+2,"Masterhit, Pts. 1 & 2",Front 242
/lyric/1532674/Front+242/First+In%2FFirst+Out,First In/First Out,Front 242
/lyric/1532679/Front+242/Welcome+to+Paradise,Welcome to Paradise,Front 242
/lyric/1532677/Front+242/Work+01,Work 01,Front 242
/lyric/1020384/Front+242/Gripped+by+Fear,Gripped by Fear,Front 242
/lyric/1020388/Front+242/Leitmotiv+136,Leitmotiv 136,Front 242
/lyric/1020382/Front+242/Moldavia,Moldavia,Front 242
/lyric/1020387/Front+242/Neurobashing,Neurobashing,Front 242
/lyric/1020381/Front+242/Rhythm+of+Time,Rhythm of Time,Front 242
/lyric/1020380/Front+242/Sacrifice,Sacrifice,Front 242
/lyric/1020389/Front+242/Soul+Manager,Soul Manager,Front 242
/lyric/1020385/Front+242/Tragedy+%28For+You%29,Tragedy (For You),Front 242
/lyric/1020386/Front+242/The+Untold,The Untold,Front 242
/lyric/373095/Front+242/Quite+Unusual,Quite Unusual,Front 242
/lyric/373094/Front+242/Tragedy+For+You,Tragedy For You,Front 242
/lyric/1059168/Front+242/Animal+Zoo,Animal Zoo,Front 242
/lyric/1059166/Front+242/Crushed,Crushed,Front 242
/lyric/1059171/Front+242/Crushed+Obscene,Crushed Obscene,Front 242
/lyric/1059165/Front+242/GenEcide,GenEcide,Front 242
/lyric/1059172/Front+242/Melt+Again,Melt Again,Front 242
/lyric/1059161/Front+242/Modern+Angel,Modern Angel,Front 242
/lyric/1059169/Front+242/Serial+Killers+Don%27t+Kill+Their+Boyfriend,Serial Killers Don't Kill Their Boyfriend,Front 242
/lyric/1059163/Front+242/Serial+Killers+Don%27t+Kill+Their+Girlfriend,Serial Killers Don't Kill Their Girlfriend,Front 242
/lyric/1532759/Front+242/Crapage,Crapage,Front 242
/lyric/1532768/Front+242/Flag,Flag,Front 242
/lyric/1532766/Front+242/Fuel,Fuel,Front 242
/lyric/1532765/Front+242/Hymn,Hymn,Front 242
/lyric/1532767/Front+242/Melt,Melt,Front 242
/lyric/1532762/Front+242/Motion,Motion,Front 242
/lyric/1532763/Front+242/Religion,Religion,Front 242
/lyric/1532761/Front+242/Skin,Skin,Front 242
/lyric/1532760/Front+242/Waste,Waste,Front 242
/lyric/1548743/Front+242/Animal+%5BExtended%5D,Animal [Extended],Front 242
/lyric/1548747/Front+242/Born+to+Breathe,Born to Breathe,Front 242
/lyric/2217355/Front+242/Masterhit,Masterhit,Front 242
/lyric/2717112/Front+Line+Assembly/Antisocial,Antisocial,Front Line Assembly
/lyric/2717117/Front+Line+Assembly/Big+Money,Big Money,Front Line Assembly
/lyric/2717118/Front+Line+Assembly/Bloodsport,Bloodsport,Front Line Assembly
/lyric/2717113/Front+Line+Assembly/Hypocrisy,Hypocrisy,Front Line Assembly
/lyric/2717111/Front+Line+Assembly/No+Limit,No Limit,Front Line Assembly
/lyric/2717115/Front+Line+Assembly/Prayer,Prayer,Front Line Assembly
/lyric/2717120/Front+Line+Assembly/Sedation,Sedation,Front Line Assembly
/lyric/2717114/Front+Line+Assembly/Shutdown,Shutdown,Front Line Assembly
/lyric/666059/Front+Line+Assembly/Digital+Tension+Dementia,Digital Tension Dementia,Front Line Assembly
/lyric/666060/Front+Line+Assembly/Vexation,Vexation,Front Line Assembly
/lyric/945458/Front+Line+Assembly/The+Chair,The Chair,Front Line Assembly
/lyric/945452/Front+Line+Assembly/Forge,Forge,Front Line Assembly
/lyric/945455/Front+Line+Assembly/Iceolate,Iceolate,Front Line Assembly
/lyric/945457/Front+Line+Assembly/Mental+Distortion,Mental Distortion,Front Line Assembly
/lyric/945451/Front+Line+Assembly/Overkill,Overkill,Front Line Assembly
/lyric/945453/Front+Line+Assembly/Provision,Provision,Front Line Assembly
/lyric/945449/Front+Line+Assembly/Resist,Resist,Front Line Assembly
/lyric/945456/Front+Line+Assembly/Threshold,Threshold,Front Line Assembly
/lyric/945450/Front+Line+Assembly/Victim,Victim,Front Line Assembly
/lyric/1019936/Front+Line+Assembly/The+Blade,The Blade,Front Line Assembly
/lyric/1019935/Front+Line+Assembly/Final+Impact,Final Impact,Front Line Assembly
/lyric/1019941/Front+Line+Assembly/Gun,Gun,Front Line Assembly
/lyric/1019942/Front+Line+Assembly/Lifeline,Lifeline,Front Line Assembly
/lyric/1019937/Front+Line+Assembly/Mindphaser,Mindphaser,Front Line Assembly
/lyric/1019940/Front+Line+Assembly/Outcast,Outcast,Front Line Assembly
/lyric/1019938/Front+Line+Assembly/Remorse,Remorse,Front Line Assembly
/lyric/1174107/Front+Line+Assembly/Laughing+Pain,Laughing Pain,Front Line Assembly
/lyric/1174106/Front+Line+Assembly/Re-Animate,Re-Animate,Front Line Assembly
/lyric/1800355/Front+Line+Assembly/Black+March,Black March,Front Line Assembly
/lyric/1800351/Front+Line+Assembly/Insanity+Lurks+Nearby,Insanity Lurks Nearby,Front Line Assembly
/lyric/2722184/Front+Line+Assembly/Plasma+Springs,Plasma Springs,Front Line Assembly
/lyric/2722179/Front+Line+Assembly/Search+and+Destroy,Search and Destroy,Front Line Assembly
/lyric/2722183/Front+Line+Assembly/This+Faith,This Faith,Front Line Assembly
/lyric/2722181/Front+Line+Assembly/Victim+of+a+Criminal,Victim of a Criminal,Front Line Assembly
/lyric/318323/Front+Line+Assembly/Transtime,Transtime,Front Line Assembly
/lyric/1344945/Front+Line+Assembly/Epidemic,Epidemic,Front Line Assembly
/lyric/2065430/Front+Line+Assembly/Barcode,Barcode,Front Line Assembly
/lyric/2065432/Front+Line+Assembly/Infra+Red+Combat,Infra Red Combat,Front Line Assembly
/lyric/2065424/Front+Line+Assembly/Paralyzed,Paralyzed,Front Line Assembly
/lyric/2065425/Front+Line+Assembly/Rebirth,Rebirth,Front Line Assembly
/lyric/2065429/Front+Line+Assembly/Transparent+Species,Transparent Species,Front Line Assembly
/lyric/1390935/Front+Line+Assembly/Body+Count,Body Count,Front Line Assembly
/lyric/1390922/Front+Line+Assembly/Circuitry,Circuitry,Front Line Assembly
/lyric/1390932/Front+Line+Assembly/Condemned,Condemned,Front Line Assembly
/lyric/1390931/Front+Line+Assembly/Millennium,Millennium,Front Line Assembly
/lyric/1390927/Front+Line+Assembly/Modus+Operandi,Modus Operandi,Front Line Assembly
/lyric/1390920/Front+Line+Assembly/Mortal,Mortal,Front Line Assembly
/lyric/1390934/Front+Line+Assembly/Neologic+Spasm,Neologic Spasm,Front Line Assembly
/lyric/1390925/Front+Line+Assembly/Surface+Patterns,Surface Patterns,Front Line Assembly
/lyric/1390921/Front+Line+Assembly/Vigilante,Vigilante,Front Line Assembly
/lyric/2536103/Front+Line+Assembly/Virus,Virus,Front Line Assembly
/lyric/1242609/Front+Line+Assembly/Plasticity,Plasticity,Front Line Assembly
/lyric/1837318/Front+Line+Assembly/Target,Target,Front Line Assembly
/lyric/1837319/Front+Line+Assembly/Toxic,Toxic,Front Line Assembly
/lyric/1812038/Front+Line+Assembly/Autoerotic,Autoerotic,Front Line Assembly
/lyric/1812041/Front+Line+Assembly/Comatose,Comatose,Front Line Assembly
/lyric/1812042/Front+Line+Assembly/Life%3DLeben,Life=Leben,Front Line Assembly
/lyric/1812043/Front+Line+Assembly/Predator,Predator,Front Line Assembly
/lyric/1812037/Front+Line+Assembly/Sado-Masochist,Sado-Masochist,Front Line Assembly
/lyric/2447575/Front+Line+Assembly/Mutilate,Mutilate,Front Line Assembly
/lyric/2944673/Front+Line+Assembly/Don%27t+Trust+Anyone,Don't Trust Anyone,Front Line Assembly
/lyric/2944672/Front+Line+Assembly/Falling,Falling,Front Line Assembly
/lyric/2944669/Front+Line+Assembly/Fatalist,Fatalist,Front Line Assembly
/lyric/2944676/Front+Line+Assembly/Machine+Slave,Machine Slave,Front Line Assembly
/lyric/2944670/Front+Line+Assembly/Prophecy,Prophecy,Front Line Assembly
/lyric/2944668/Front+Line+Assembly/Retribution,Retribution,Front Line Assembly
/lyric/2944675/Front+Line+Assembly/Torched,Torched,Front Line Assembly
/lyric/2944674/Front+Line+Assembly/Unknown+Dreams,Unknown Dreams,Front Line Assembly
/lyric/5128175/Front+Line+Assembly/Backlash,Backlash,Front Line Assembly
/lyric/5128178/Front+Line+Assembly/Conscience,Conscience,Front Line Assembly
/lyric/5128174/Front+Line+Assembly/Dead+Planet,Dead Planet,Front Line Assembly
/lyric/5128179/Front+Line+Assembly/Decoy,Decoy,Front Line Assembly
/lyric/5128177/Front+Line+Assembly/Everything+Must+Perish,Everything Must Perish,Front Line Assembly
/lyric/5128173/Front+Line+Assembly/Haloed,Haloed,Front Line Assembly
/lyric/5128180/Front+Line+Assembly/Insolence,Insolence,Front Line Assembly
/lyric/5128181/Front+Line+Assembly/Krank+It+Up,Krank It Up,Front Line Assembly
/lyric/6609274/Front+Line+Assembly/Anti,Anti,Front Line Assembly
/lyric/6609272/Front+Line+Assembly/Maniacal,Maniacal,Front Line Assembly
/lyric/6786731/Front+Line+Assembly/Civilization,Civilization,Front Line Assembly
/lyric/6786733/Front+Line+Assembly/Dissident,Dissident,Front Line Assembly
/lyric/6786728/Front+Line+Assembly/Fragmented,Fragmented,Front Line Assembly
/lyric/6786735/Front+Line+Assembly/Parasite,Parasite,Front Line Assembly
/lyric/6786734/Front+Line+Assembly/Schicksal,Schicksal,Front Line Assembly
/lyric/6786730/Front+Line+Assembly/Strategic,Strategic,Front Line Assembly
/lyric/6786729/Front+Line+Assembly/Vanished,Vanished,Front Line Assembly
/lyric/8898438/Front+Line+Assembly/Buried+Alive,Buried Alive,Front Line Assembly
/lyric/8898442/Front+Line+Assembly/The+Storm,The Storm,Front Line Assembly
/lyric/10233702/Front+Line+Assembly/Re-Birth,Re-Birth,Front Line Assembly
/lyric/10494735/Front+Line+Assembly/Armageddon,Armageddon,Front Line Assembly
/lyric/13651433/Front+Line+Assembly/Division+of+Mind,Division of Mind,Front Line Assembly
/lyric/30628449/Front+Porch+Step/Drown,Drown,Front Porch Step
/lyric/31395363/Front+Porch+Step/I%27ll+Be+Home+For+Christmas,I'll Be Home For Christmas,Front Porch Step
/lyric/18034602/Frontline+3/Prophecy,Prophecy,Frontline 3
/lyric/2601203/Frost/La+Familia,La Familia,Frost
/lyric/3438003/Frost/Big+Business,Big Business,Frost
artist/Jayo%20Felony/144119,Jayo Felony,Frost
artist/Xzibit/194771,Xzibit,Frost
/lyric/3438002/Frost/Diamonds+and+Pearls,Diamonds and Pearls,Frost
artist/Roger/132893,Roger,Frost
artist/Cameosis/1648846,Cameosis,Frost
/lyric/3437994/Frost/Outlaws,Outlaws,Frost
artist/King%20T/302854,King T,Frost
artist/Kurupt/311988,Kurupt,Frost
/lyric/5687820/Frou+Frou/Breathe+In,Breathe In,Frou Frou
/lyric/5687829/Frou+Frou/The+Dumbing+Down+of+Love,The Dumbing Down of Love,Frou Frou
/lyric/5687828/Frou+Frou/Flicks,Flicks,Frou Frou
/lyric/5687826/Frou+Frou/Hear+Me+Out,Hear Me Out,Frou Frou
/lyric/5687821/Frou+Frou/It%27s+Good+to+Be+in+Love,It's Good to Be in Love,Frou Frou
/lyric/5687819/Frou+Frou/Let+Go,Let Go,Frou Frou
/lyric/5687827/Frou+Frou/Maddening+Shroud,Maddening Shroud,Frou Frou
/lyric/5687822/Frou+Frou/Must+Be+Dreaming,Must Be Dreaming,Frou Frou
/lyric/5687824/Frou+Frou/Only+Got+One,Only Got One,Frou Frou
/lyric/5687823/Frou+Frou/Psychobabble,Psychobabble,Frou Frou
/lyric/5687825/Frou+Frou/Shh,Shh,Frou Frou
/lyric/4737321/Frozen+Ghost/Dream+Come+True,Dream Come True,Frozen Ghost
/lyric/4737320/Frozen+Ghost/Round+and+Round,Round and Round,Frozen Ghost
/lyric/17295809/Frozen+Plasma/Phoenix,Phoenix,Frozen Plasma
/lyric/5157985/Fruit+Bats/Black+Bells+%28Make+Me+OK%29,Black Bells (Make Me OK),Fruit Bats
/lyric/5157992/Fruit+Bats/Blue+Parachute,Blue Parachute,Fruit Bats
/lyric/5157983/Fruit+Bats/Buffalo+and+Deer,Buffalo and Deer,Fruit Bats
/lyric/5157990/Fruit+Bats/A+Dodo+Egg,A Dodo Egg,Fruit Bats
/lyric/5157991/Fruit+Bats/Dragon+Ships,Dragon Ships,Fruit Bats
/lyric/5157989/Fruit+Bats/Filthy+Water,Filthy Water,Fruit Bats
/lyric/5157982/Fruit+Bats/Glass+in+Your+Feet,Glass in Your Feet,Fruit Bats
/lyric/5157984/Fruit+Bats/Need+It+Just+a+Little,Need It Just a Little,Fruit Bats
/lyric/5157981/Fruit+Bats/The+Old+Black+Hole,The Old Black Hole,Fruit Bats
/lyric/5157986/Fruit+Bats/Strange+Little+Neck+of+the+Woods,Strange Little Neck of the Woods,Fruit Bats
/lyric/6209762/Fruit+Bats/A+Bit+of+Wind,A Bit of Wind,Fruit Bats
/lyric/6209767/Fruit+Bats/Lazy+Eye,Lazy Eye,Fruit Bats
/lyric/6209764/Fruit+Bats/The+Little+Acorn,The Little Acorn,Fruit Bats
/lyric/6209763/Fruit+Bats/Magic+Hour,Magic Hour,Fruit Bats
/lyric/6209761/Fruit+Bats/Rainbow+Sign,Rainbow Sign,Fruit Bats
/lyric/6209769/Fruit+Bats/Seaweed,Seaweed,Fruit Bats
/lyric/6209768/Fruit+Bats/Slipping+Through+the+Sensors,Slipping Through the Sensors,Fruit Bats
/lyric/6209766/Fruit+Bats/Union+Blanket,Union Blanket,Fruit Bats
/lyric/6209770/Fruit+Bats/When+U+Love+Somebody,When U Love Somebody,Fruit Bats
/lyric/8223672/Fruit+Bats/Born+in+the+%2770s,Born in the '70s,Fruit Bats
/lyric/8223671/Fruit+Bats/Canyon+Girl,Canyon Girl,Fruit Bats
/lyric/8223674/Fruit+Bats/The+Earthquake+of+%2773,The Earthquake of '73,Fruit Bats
/lyric/8223668/Fruit+Bats/Lives+of+Crime,Lives of Crime,Fruit Bats
/lyric/8223669/Fruit+Bats/Silent+Life,Silent Life,Fruit Bats
/lyric/8223677/Fruit+Bats/Spelled+in+Bones,Spelled in Bones,Fruit Bats
/lyric/8223675/Fruit+Bats/Traveler%27s+Song,Traveler's Song,Fruit Bats
/lyric/8223670/Fruit+Bats/TV+Waves,TV Waves,Fruit Bats
/lyric/8223676/Fruit+Bats/The+Wind+That+Blew+My+Heart+Away,The Wind That Blew My Heart Away,Fruit Bats
/lyric/17425895/Fruit+Bats/Beautiful+Morning+Light,Beautiful Morning Light,Fruit Bats
/lyric/17425897/Fruit+Bats/Being+on+Our+Own,Being on Our Own,Fruit Bats
/lyric/17425900/Fruit+Bats/The+Blessed+Breeze,The Blessed Breeze,Fruit Bats
/lyric/17425901/Fruit+Bats/Feather+Bed,Feather Bed,Fruit Bats
/lyric/17425902/Fruit+Bats/Flamingo,Flamingo,Fruit Bats
/lyric/17425896/Fruit+Bats/The+Hobo+Girl,The Hobo Girl,Fruit Bats
/lyric/17425898/Fruit+Bats/My+Unusual+Friend,My Unusual Friend,Fruit Bats
/lyric/17425892/Fruit+Bats/Primitive+Man,Primitive Man,Fruit Bats
/lyric/17425893/Fruit+Bats/The+Ruminant+Band,The Ruminant Band,Fruit Bats
/lyric/17425899/Fruit+Bats/Singing+Joy+to+the+World,Singing Joy to the World,Fruit Bats
/lyric/17425894/Fruit+Bats/Tegucigalpa,Tegucigalpa,Fruit Bats
/lyric/2943981/Fruit+Eating+Bears/I%27m+Down,I'm Down,Fruit Eating Bears
/lyric/10384781/Fruko/Cachondea,Cachondea,Fruko
/lyric/10384793/Fruko/El+Preso,El Preso,Fruko
/lyric/6045344/Frukwan/Life,Life,Frukwan
artist/Kenyata/555490,Kenyata,Frukwan
/lyric/8942914/Frumpy/By+the+Way,By the Way,Frumpy
/lyric/15908015/Fry+%26+Wilson/England+%28Win+with+Ease%29,England (Win with Ease),Fry & Wilson
/lyric/31474210/Fryars/Cold,Cold,Fryars
artist/Rae%20Morris/2111556,Rae Morris,Fryars
/lyric/4753235/FSK/Fraulein,Fraulein,FSK
/lyric/1175753/FSK/Distant+Drums,Distant Drums,FSK
/lyric/14584095/Fu/Intro,Intro,Fu
/lyric/1294528/Fu+Manchu/Time+to+Fly,Time to Fly,Fu Manchu
/lyric/1475597/Fu+Manchu/Asphalt+Risin%27,Asphalt Risin',Fu Manchu
/lyric/1475605/Fu+Manchu/The+Bargain,The Bargain,Fu Manchu
/lyric/1475600/Fu+Manchu/Cyclone+Launch,Cyclone Launch,Fu Manchu
/lyric/1475603/Fu+Manchu/The+Falcon+Has+Landed,The Falcon Has Landed,Fu Manchu
/lyric/1475596/Fu+Manchu/Missing+Link,Missing Link,Fu Manchu
/lyric/1475598/Fu+Manchu/Neptune%27s+Convoy,Neptune's Convoy,Fu Manchu
/lyric/1475599/Fu+Manchu/Redline,Redline,Fu Manchu
/lyric/1475595/Fu+Manchu/Regal+Begal,Regal Begal,Fu Manchu
/lyric/1475604/Fu+Manchu/Seahag,Seahag,Fu Manchu
/lyric/1475602/Fu+Manchu/Solid+Hex,Solid Hex,Fu Manchu
/lyric/1475601/Fu+Manchu/Strato-Streak,Strato-Streak,Fu Manchu
/lyric/1475606/Fu+Manchu/Supershooter,Supershooter,Fu Manchu
/lyric/2018350/Fu+Manchu/The+Action+Is+Go,The Action Is Go,Fu Manchu
/lyric/2018353/Fu+Manchu/Anodizer,Anodizer,Fu Manchu
/lyric/2018351/Fu+Manchu/Burning+Road,Burning Road,Fu Manchu
/lyric/2018348/Fu+Manchu/Evil+Eye,Evil Eye,Fu Manchu
/lyric/2018358/Fu+Manchu/Grendel%2C+Snowman,"Grendel, Snowman",Fu Manchu
/lyric/2018352/Fu+Manchu/Guardrail,Guardrail,Fu Manchu
/lyric/2018357/Fu+Manchu/Hogwash,Hogwash,Fu Manchu
/lyric/2018356/Fu+Manchu/Laserbl%27ast%21,Laserbl'ast!,Fu Manchu
/lyric/2018360/Fu+Manchu/Saturn+III,Saturn III,Fu Manchu
/lyric/2018359/Fu+Manchu/Strolling+Astronomer,Strolling Astronomer,Fu Manchu
/lyric/2018354/Fu+Manchu/Trackside+Hoax,Trackside Hoax,Fu Manchu
/lyric/2018355/Fu+Manchu/Unknown+World,Unknown World,Fu Manchu
/lyric/2018349/Fu+Manchu/Urethane,Urethane,Fu Manchu
/lyric/2567790/Fu+Manchu/Godzilla,Godzilla,Fu Manchu
/lyric/2567796/Fu+Manchu/Mongoose,Mongoose,Fu Manchu
/lyric/3299397/Fu+Manchu/Blue+Tile+Fever,Blue Tile Fever,Fu Manchu
/lyric/3299394/Fu+Manchu/Boogie+Van,Boogie Van,Fu Manchu
/lyric/3299402/Fu+Manchu/Freedom+of+Choice,Freedom of Choice,Fu Manchu
/lyric/3299398/Fu+Manchu/Grasschopper,Grasschopper,Fu Manchu
/lyric/3299392/Fu+Manchu/Hell+on+Wheels,Hell on Wheels,Fu Manchu
/lyric/3299401/Fu+Manchu/Hotdoggin%27,Hotdoggin',Fu Manchu
/lyric/3299395/Fu+Manchu/King+of+the+Road,King of the Road,Fu Manchu
/lyric/3299396/Fu+Manchu/No+Dice,No Dice,Fu Manchu
/lyric/3299393/Fu+Manchu/Over+the+Edge,Over the Edge,Fu Manchu
/lyric/3299399/Fu+Manchu/Weird+Beard,Weird Beard,Fu Manchu
/lyric/5334440/Fu+Manchu/Ampn%27,Ampn',Fu Manchu
/lyric/5334441/Fu+Manchu/Bultaco,Bultaco,Fu Manchu
/lyric/5334437/Fu+Manchu/California+Crossing,California Crossing,Fu Manchu
/lyric/5334434/Fu+Manchu/Hang+On,Hang On,Fu Manchu
/lyric/5334433/Fu+Manchu/Separate+Kingdom,Separate Kingdom,Fu Manchu
/lyric/5334439/Fu+Manchu/Squash+That+Fly,Squash That Fly,Fu Manchu
/lyric/5334436/Fu+Manchu/Thinkin%27+Out+Loud,Thinkin' Out Loud,Fu Manchu
/lyric/5334443/Fu+Manchu/The+Wasteoid,The Wasteoid,Fu Manchu
/lyric/6421324/Fu+Manchu/Superbird,Superbird,Fu Manchu
/lyric/7237794/Fu+Manchu/Written+in+Stone,Written in Stone,Fu Manchu
/lyric/939365/Fu-Schnickens/Movie+Scene,Movie Scene,Fu-Schnickens
/lyric/939366/Fu-Schnickens/Ring+the+Alarm,Ring the Alarm,Fu-Schnickens
/lyric/939369/Fu-Schnickens/La+Schmoove,La Schmoove,Fu-Schnickens
/lyric/939364/Fu-Schnickens/True+Fuschnick,True Fuschnick,Fu-Schnickens
/lyric/4710265/Fu-Schnickens/Sneakin%27+up+on+Ya+%5BLP+Version%5D,Sneakin' up on Ya [LP Version],Fu-Schnickens
/lyric/2533171/Fu-Schnickens/Sneakin%27+up+on+Ya,Sneakin' up on Ya,Fu-Schnickens
/lyric/1358248/Fu-Schnickens/Breakdown,Breakdown,Fu-Schnickens
/lyric/16611485/Fuck/Monkey+Does+His+Thing,Monkey Does His Thing,Fuck
/lyric/16611479/Fuck/Wrongy+Wrong,Wrongy Wrong,Fuck
/lyric/1689995/Fuck/Sometimes,Sometimes,Fuck
/lyric/1689991/Fuck/Tether,Tether,Fuck
/lyric/7132928/Fuck/A+Conversation,A Conversation,Fuck
/lyric/7132931/Fuck/Table,Table,Fuck
/lyric/14946610/Fucked+Up/Last+Man+Standing,Last Man Standing,Fucked Up
/lyric/26277812/Fucked+Up/Black+Albino+Bones,Black Albino Bones,Fucked Up
/lyric/26277808/Fucked+Up/The+Chemistry+of+Common+Life,The Chemistry of Common Life,Fucked Up
/lyric/26277815/Fucked+Up/Days+of+Last,Days of Last,Fucked Up
/lyric/26277813/Fucked+Up/No+Epiphany,No Epiphany,Fucked Up
/lyric/26277811/Fucked+Up/Royal+Swan,Royal Swan,Fucked Up
/lyric/26277810/Fucked+Up/Twice+Born,Twice Born,Fucked Up
/lyric/18503666/Fucked+Up/Neat+Parts,Neat Parts,Fucked Up
/lyric/18501859/Fucked+Up/Ban+Violins,Ban Violins,Fucked Up
/lyric/18991372/Fucked+Up/Crooked+Head,Crooked Head,Fucked Up
/lyric/18991374/Fucked+Up/Magic+Word,Magic Word,Fucked Up
/lyric/23487012/Fucked+Up/I+Was+There,I Was There,Fucked Up
/lyric/23487011/Fucked+Up/Inside+a+Frame,Inside a Frame,Fucked Up
/lyric/23487015/Fucked+Up/Life+in+Paper,Life in Paper,Fucked Up
/lyric/23487008/Fucked+Up/Lights+Go+Up,Lights Go Up,Fucked Up
/lyric/23487013/Fucked+Up/A+Little+Death,A Little Death,Fucked Up
/lyric/23487009/Fucked+Up/One+More+Night,One More Night,Fucked Up
/lyric/23487022/Fucked+Up/The+Other+Shoe,The Other Shoe,Fucked Up
/lyric/23487024/Fucked+Up/Queen+of+Hearts,Queen of Hearts,Fucked Up
/lyric/23487010/Fucked+Up/The+Recursive+Girl,The Recursive Girl,Fucked Up
/lyric/23487019/Fucked+Up/Remember+My+Name,Remember My Name,Fucked Up
/lyric/23487020/Fucked+Up/Running+on+Nothing,Running on Nothing,Fucked Up
/lyric/23487017/Fucked+Up/Serve+Me+Right,Serve Me Right,Fucked Up
/lyric/23487014/Fucked+Up/Ship+of+Fools,Ship of Fools,Fucked Up
/lyric/23487018/Fucked+Up/A+Slanted+Tone,A Slanted Tone,Fucked Up
/lyric/23487016/Fucked+Up/Truth+I+Know,Truth I Know,Fucked Up
/lyric/23487021/Fucked+Up/Turn+the+Season,Turn the Season,Fucked Up
/lyric/23487023/Fucked+Up/Under+My+Nose,Under My Nose,Fucked Up
/lyric/9864195/Fuel/Nothing,Nothing,Fuel
/lyric/4200896/Fuel/%5BUntitled%5D,[Untitled],Fuel
/lyric/4200897/Fuel/Bittersweet,Bittersweet,Fuel
/lyric/4200906/Fuel/Hideaway,Hideaway,Fuel
/lyric/4200902/Fuel/It%27s+Come+to+This,It's Come to This,Fuel
/lyric/4200899/Fuel/Jesus+or+a+Gun,Jesus or a Gun,Fuel
/lyric/4200904/Fuel/Mary+Pretends,Mary Pretends,Fuel
/lyric/4200901/Fuel/New+Thing,New Thing,Fuel
/lyric/4200905/Fuel/Ozone,Ozone,Fuel
/lyric/4200903/Fuel/Song+for+You,Song for You,Fuel
/lyric/6542241/Fuel/King+for+a+Day+%5B%2A%5D,King for a Day [*],Fuel
/lyric/4171823/Fuel/Bad+Day,Bad Day,Fuel
/lyric/4171826/Fuel/Down,Down,Fuel
/lyric/4171825/Fuel/Easy,Easy,Fuel
/lyric/4171821/Fuel/Empty+Spaces,Empty Spaces,Fuel
/lyric/4171820/Fuel/Hemorrhage+%28In+My+Hands%29,Hemorrhage (In My Hands),Fuel
/lyric/4171829/Fuel/Innocent,Innocent,Fuel
/lyric/4171828/Fuel/Knives,Knives,Fuel
/lyric/4171819/Fuel/Last+Time,Last Time,Fuel
/lyric/4171824/Fuel/Prove,Prove,Fuel
/lyric/4171822/Fuel/Scar,Scar,Fuel
/lyric/4171830/Fuel/Slow,Slow,Fuel
/lyric/4171827/Fuel/Solace,Solace,Fuel
/lyric/6546080/Fuel/Hemorrhage+%28In+My+Hands%29+%5BAcoustic+Version%5D%5B%2A%5D,Hemorrhage (In My Hands) [Acoustic Version][*],Fuel
/lyric/6534769/Fuel/Days+With+You,Days With You,Fuel
/lyric/6534767/Fuel/Die+Like+This,Die Like This,Fuel
/lyric/6534759/Fuel/Down+Inside+of+You,Down Inside of You,Fuel
/lyric/6534761/Fuel/Falls+on+Me,Falls on Me,Fuel
/lyric/6534766/Fuel/Getting+Thru%3F,Getting Thru?,Fuel
/lyric/6534768/Fuel/Luck,Luck,Fuel
/lyric/6534760/Fuel/Million+Miles,Million Miles,Fuel
/lyric/6534765/Fuel/Most+of+All,Most of All,Fuel
