Url,Song,Band
/lyric/12787514/Genesis/Uncertain+Weather+%5BDolby+Digital+Surround+Sound%5D,Uncertain Weather [Dolby Digital Surround Sound],Genesis
/lyric/2260757/Genesis/Dancing+with+the+Moonlit+Knight+%5BPart%5D,Dancing with the Moonlit Knight [Part],Genesis
/lyric/2260759/Genesis/Not+About+Us+%5BExtended+Version%5D,Not About Us [Extended Version],Genesis
/lyric/2260756/Genesis/Not+About+Us+%5BRadio+Edit%5D,Not About Us [Radio Edit],Genesis
/lyric/1846130/Genesis/Turn+It+on+Again+%5BAcoustic+Version+Live+from+Cape+Canaveral%5D%5BLive%5D,Turn It on Again [Acoustic Version Live from Cape Canaveral][Live],Genesis
/lyric/2217473/Genesis/Back+in+N.Y.C.+%5BLive%5D,Back in N.Y.C. [Live],Genesis
/lyric/2217469/Genesis/Broadway+Melody+of+1974+%5BLive%5D,Broadway Melody of 1974 [Live],Genesis
/lyric/2217477/Genesis/The+Chamber+of+32+Doors+%5BLive%5D,The Chamber of 32 Doors [Live],Genesis
/lyric/2217475/Genesis/Counting+Out+Time+%5BLive%5D,Counting Out Time [Live],Genesis
/lyric/2217470/Genesis/Cuckoo+Cocoon+%5BLive%5D,Cuckoo Cocoon [Live],Genesis
/lyric/2217490/Genesis/Dancing+with+the+Moonlit+Knight+%5BLive%5D,Dancing with the Moonlit Knight [Live],Genesis
/lyric/2217468/Genesis/Fly+on+a+Windshield+%5BLive%5D,Fly on a Windshield [Live],Genesis
/lyric/2217472/Genesis/The+Grand+Parade+of+Lifeless+Packaging+%5BLive%5D,The Grand Parade of Lifeless Packaging [Live],Genesis
/lyric/2217474/Genesis/Hairless+Heart+%5BLive%5D,Hairless Heart [Live],Genesis
/lyric/2217494/Genesis/I+Know+What+I+Like+%28In+Your+Wardrobe%29+%5BLive%5D,I Know What I Like (In Your Wardrobe) [Live],Genesis
/lyric/2217467/Genesis/The+Lamb+Lies+Down+on+Broadway+%5BLive%5D,The Lamb Lies Down on Broadway [Live],Genesis
/lyric/2217493/Genesis/Supper%27s+Ready+%5BLive%5D,Supper's Ready [Live],Genesis
/lyric/2277348/Genesis/Here+Comes+the+Supernatural+Anaesthetist+%5BDifferent+Mix+Final+Demo+W+%5BD,Here Comes the Supernatural Anaesthetist [Different Mix Final Demo W [D,Genesis
/lyric/3083703/Genesis/The+Carpet+Crawlers+1999,The Carpet Crawlers 1999,Genesis
/lyric/10659988/Genesis/No+Son+of+Mine,No Son of Mine,Genesis
/lyric/4243714/Genesis/Burning+Rope+%5BLive%5D,Burning Rope [Live],Genesis
/lyric/4243724/Genesis/The+Day+the+Light+Went+Out,The Day the Light Went Out,Genesis
/lyric/4243710/Genesis/Deep+in+the+Motherlode+%5BLive%5D,Deep in the Motherlode [Live],Genesis
/lyric/4243708/Genesis/Dreaming+While+You+Sleep+%5BLive%5D,Dreaming While You Sleep [Live],Genesis
/lyric/4243716/Genesis/Duke%27s+Travels+%5BLive%5D,Duke's Travels [Live],Genesis
/lyric/4243715/Genesis/Entangled+%5BLive%5D,Entangled [Live],Genesis
/lyric/4243699/Genesis/Evidence+of+Autumn,Evidence of Autumn,Genesis
/lyric/4243704/Genesis/Feeding+the+Fire,Feeding the Fire,Genesis
/lyric/4243705/Genesis/I+Can%27t+Dance+%5B12%22+Version%5D,"I Can't Dance [12"" Version]",Genesis
/lyric/4243701/Genesis/I%27d+Rather+Be+You,I'd Rather Be You,Genesis
/lyric/4243717/Genesis/Invisible+Touch+%5B12%22+Version%5D,"Invisible Touch [12"" Version]",Genesis
/lyric/4243709/Genesis/It%27s+Gonna+Get+Better+%5BLive%5D,It's Gonna Get Better [Live],Genesis
/lyric/4243727/Genesis/It%27s+Yourself,It's Yourself,Genesis
/lyric/4243722/Genesis/The+Lady+Lies+%5BLive%5D,The Lady Lies [Live],Genesis
/lyric/4243718/Genesis/Land+of+Confusion+%5B12%22+Version%5D,"Land of Confusion [12"" Version]",Genesis
/lyric/4243728/Genesis/Mama+%5BWork+in+Progress%5D,Mama [Work in Progress],Genesis
/lyric/4243720/Genesis/No+Reply+at+All+%5BLive%5D,No Reply at All [Live],Genesis
/lyric/4243723/Genesis/Open+Door,Open Door,Genesis
/lyric/4243697/Genesis/You+Might+Recall,You Might Recall,Genesis
/lyric/10389689/Genesis/Invisible+Touch+%5BLive%5D%5BMultimedia+Track%5D,Invisible Touch [Live][Multimedia Track],Genesis
/lyric/10389679/Genesis/Mama+%5BLive%5D%5BMultimedia+Track%5D,Mama [Live][Multimedia Track],Genesis
/lyric/26509474/Genesis/Afterglow+%28Remixed+by+Nick+Davis%29,Afterglow (Remixed by Nick Davis),Genesis
/lyric/26509067/Genesis/Counting+Out+Time+%28Remixed+by+Nick+Davis%29,Counting Out Time (Remixed by Nick Davis),Genesis
/lyric/26509445/Genesis/I+Know+What+I+Like+%28In+Your+Wardrobe%29+%28Remixed+by+Nick+Davis%29,I Know What I Like (In Your Wardrobe) (Remixed by Nick Davis),Genesis
/lyric/26509448/Genesis/Illegal+Alien+%28Remixed+by+Nick+Davis%29,Illegal Alien (Remixed by Nick Davis),Genesis
/lyric/26509444/Genesis/Lamb+Lies+Down+on+Broadway+%28Remixed+by+Nick+Davis%29,Lamb Lies Down on Broadway (Remixed by Nick Davis),Genesis
/lyric/26509498/Genesis/Turn+It+on+Again+%28Remixed+by+Nick+Davis%29,Turn It on Again (Remixed by Nick Davis),Genesis
/lyric/8346077/Genesis/Congo+%5BDVD%5D,Congo [DVD],Genesis
/lyric/8346051/Genesis/Hold+on+My+Heart+%5BDVD%5D,Hold on My Heart [DVD],Genesis
/lyric/8346052/Genesis/Jesus+He+Knows+Me+%5BDVD%5D,Jesus He Knows Me [DVD],Genesis
/lyric/8346064/Genesis/Paperlate+%5BDVD%5D,Paperlate [DVD],Genesis
/lyric/8346076/Genesis/Robbery%2C+Assault+and+Battery+%5BDVD%5D,"Robbery, Assault and Battery [DVD]",Genesis
/lyric/8346078/Genesis/Shipwrecked+%5BDVD%5D,Shipwrecked [DVD],Genesis
/lyric/12792471/Genesis/Feeding+the+Fire+%5B%2A%5D,Feeding the Fire [*],Genesis
/lyric/12792425/Genesis/Never+a+Time+%5BDolby+Digital+Surround+Sound%5D%5BMultimedia+Track%5D,Never a Time [Dolby Digital Surround Sound][Multimedia Track],Genesis
/lyric/10549602/Genesis/Pigeons+%5B%2A%5D,Pigeons [*],Genesis
/lyric/10549483/Genesis/Ripples...,Ripples...,Genesis
/lyric/10549482/Genesis/Robbery%2C+Assault+and+Battery,"Robbery, Assault and Battery",Genesis
/lyric/13476071/Genesis/No+Son+of+Mine+%5BDolby+Digital+Surround+Sound,No Son of Mine [Dolby Digital Surround Sound,Genesis
/lyric/13476046/Genesis/Tonight%2C+Tonight%2C+Tonight+%5BDolby+Digital+Su+%5BDTS+Surround+Sround%5D,"Tonight, Tonight, Tonight [Dolby Digital Su [DTS Surround Sround]",Genesis
/lyric/14286177/Genesis/Am+I+Very+Wrong,Am I Very Wrong,Genesis
/lyric/15126180/Genesis/Happy+the+Man+%5BDVD%5D%5B%2A%5D,Happy the Man [DVD][*],Genesis
/lyric/15126145/Genesis/It.,It.,Genesis
/lyric/15126098/Genesis/Supper%27s+Ready,Supper's Ready,Genesis
/lyric/14814184/Genesis/Follow+You+Follow+Me+%5BDVD%5D,Follow You Follow Me [DVD],Genesis
/lyric/14814186/Genesis/I+Know+What+I+Like+%28In+Your+Wardrobe%29+%5BDVD%5D,I Know What I Like (In Your Wardrobe) [DVD],Genesis
/lyric/17705884/Genesis/In+Too+Deep+%5B%2A%5D,In Too Deep [*],Genesis
/lyric/17705861/Genesis/Misunderstanding,Misunderstanding,Genesis
/lyric/17705883/Genesis/That%27s+All+%5B%2A%5D,That's All [*],Genesis
/lyric/18566531/Genesis/The+Brazilian,The Brazilian,Genesis
/lyric/7173937/Monroe%2C+Astrid/Inside,Inside,Genesis P-Orridge
artist/Monroe%2C%20Astrid/0,"Monroe, Astrid",Genesis P-Orridge
/lyric/26132356/Genetikk/24-7,24-7,Genetikk
/lyric/26132569/Genetikk/Bananas+und+Cash,Bananas und Cash,Genetikk
/lyric/26132373/Fav/Erst+der+Anfang,Erst der Anfang,Genetikk
artist/Fav/379119,Fav,Genetikk
/lyric/26132365/Genetikk/G.E.N.E.T.I.K.K,G.E.N.E.T.I.K.K,Genetikk
/lyric/26132352/Genetikk/Genie+und+Wahnsinn,Genie und Wahnsinn,Genetikk
/lyric/26132350/Genetikk/Ich+Rauchn+Blunt,Ich Rauchn Blunt,Genetikk
/lyric/26132349/Genetikk/Inkubation+%5B%2A%5D,Inkubation [*],Genetikk
/lyric/26132366/Genetikk/Koenig+der+Luegner,Koenig der Luegner,Genetikk
/lyric/26132368/Genetikk/Konichiwa+Bitches,Konichiwa Bitches,Genetikk
/lyric/26132371/Genetikk/Lebenslang,Lebenslang,Genetikk
/lyric/26132362/Genetikk/Puls,Puls,Genetikk
/lyric/26132354/Genetikk/Sorry,Sorry,Genetikk
/lyric/26132380/Genetikk/Supa+Dope+Brothers,Supa Dope Brothers,Genetikk
/lyric/26132361/Genetikk/Tiefschlaf,Tiefschlaf,Genetikk
/lyric/26132375/Genetikk/Wer+bist+Du,Wer bist Du,Genetikk
/lyric/26132358/Genetikk/Yam+Yam,Yam Yam,Genetikk
/lyric/29587762/Genetikk/Alles+m%C3%B6glich,Alles möglich,Genetikk
/lyric/29587768/Genetikk/Champions,Champions,Genetikk
/lyric/29587770/Genetikk/D.N.A.,D.N.A.,Genetikk
/lyric/29587761/Genetikk/Du+bist+weg,Du bist weg,Genetikk
/lyric/29587766/Genetikk/Gift,Gift,Genetikk
/lyric/29587776/Genetikk/Kappa+Alpha+Rho,Kappa Alpha Rho,Genetikk
/lyric/29587767/Genetikk/A++la+Muerte,A  la Muerte,Genetikk
/lyric/29587763/Genetikk/Liebs+oder+lass+es,Liebs oder lass es,Genetikk
/lyric/29587775/Genetikk/Outro,Outro,Genetikk
/lyric/29587771/Genetikk/Packets+in+den+Boots,Packets in den Boots,Genetikk
/lyric/29587765/Genetikk/Plastik,Plastik,Genetikk
/lyric/29587764/Genetikk/Represent,Represent,Genetikk
/lyric/29587773/Genetikk/Spezies,Spezies,Genetikk
/lyric/29587778/Genetikk/Strawberry+Fields,Strawberry Fields,Genetikk
/lyric/29587769/Genetikk/Triumph,Triumph,Genetikk
/lyric/29587777/Genetikk/%C3%9Cber+alles,Über alles,Genetikk
/lyric/29587772/Genetikk/Yes+Sir,Yes Sir,Genetikk
/lyric/33578928/Genetikk/C%27est+la+fukkin%27+Vie,C'est la fukkin' Vie,Genetikk
/lyric/33578933/Genetikk/Cash+oder+Liebe,Cash oder Liebe,Genetikk
/lyric/33578940/Genetikk/Diamant,Diamant,Genetikk
/lyric/33578931/Genetikk/Fukk+Genetikk,Fukk Genetikk,Genetikk
/lyric/33578942/Genetikk/Goyard,Goyard,Genetikk
/lyric/33578934/Genetikk/Jordan+Belfort,Jordan Belfort,Genetikk
/lyric/33578937/Joy+Denalane/Luzifer,Luzifer,Genetikk
artist/Joy%20Denalane/560333,Joy Denalane,Genetikk
/lyric/33578930/Genetikk/Mata+Cobra,Mata Cobra,Genetikk
/lyric/33578935/Genetikk/Peng+Peng,Peng Peng,Genetikk
/lyric/33578938/Genetikk/Saint+Laurent,Saint Laurent,Genetikk
/lyric/33578941/Genetikk/Spicy+Tuna,Spicy Tuna,Genetikk
/lyric/33578932/Genetikk/TeenSpirit,TeenSpirit,Genetikk
/lyric/33578929/Genetikk/Tote+Pr%C3%A4sidenten,Tote Präsidenten,Genetikk
/lyric/33578943/Genetikk/Trill,Trill,Genetikk
/lyric/33578939/Genetikk/Zombies,Zombies,Genetikk
artist/A%24AP%20Nast/3036007,A$AP Nast,Genetikk
/lyric/1661126/Geneva/Best+Regrets,Best Regrets,Geneva
/lyric/1661131/Geneva/Fall+Apart+Button,Fall Apart Button,Geneva
/lyric/1661128/Geneva/Further,Further,Geneva
/lyric/1661125/Geneva/The+God+of+Sleep,The God of Sleep,Geneva
/lyric/1661134/Geneva/In+the+Years+Remaining,In the Years Remaining,Geneva
/lyric/1661124/Geneva/Into+the+Blue,Into the Blue,Geneva
/lyric/1661129/Geneva/No+One+Speaks,No One Speaks,Geneva
/lyric/1661123/Geneva/Temporary+Wings,Temporary Wings,Geneva
/lyric/1661132/Geneva/Wearing+Off,Wearing Off,Geneva
/lyric/1661130/Geneva/Worry+Beads,Worry Beads,Geneva
/lyric/4483153/Geneva/A+Place+in+the+Sun,A Place in the Sun,Geneva
/lyric/7678426/Genevieve+Jereb/Five+Hundred+Miles,Five Hundred Miles,Genevieve Jereb
/lyric/19070500/Genevi%C3%A8ve+Jodoin/Chaque+jour,Chaque jour,Geneviève Jodoin
/lyric/19070502/Genevi%C3%A8ve+Jodoin/Comment+te+dire,Comment te dire,Geneviève Jodoin
/lyric/19070499/Genevi%C3%A8ve+Jodoin/Encore+assise,Encore assise,Geneviève Jodoin
/lyric/6494553/Genie+Grant/I%27ll+Never+Be+the+Same,I'll Never Be the Same,Genie Grant
/lyric/6494545/Genie+Grant/These+Foolish+Things,These Foolish Things,Genie Grant
/lyric/6490076/Genie+Grant/I+Wish+I+Knew,I Wish I Knew,Genie Grant
/lyric/6490081/Genie+Grant/If+I+Were+a+Bell,If I Were a Bell,Genie Grant
/lyric/6490077/Genie+Grant/Speak+Low,Speak Low,Genie Grant
/lyric/5907425/Genie+Grant/Dream+a+Little+Dream+of+Me,Dream a Little Dream of Me,Genie Grant
/lyric/5907422/Genie+Grant/I%27ll+Remember+April,I'll Remember April,Genie Grant
/lyric/5907427/Genie+Grant/I%27m+Through+With+Love,I'm Through With Love,Genie Grant
/lyric/24717560/Genita+Pugh/Can%27t+Live,Can't Live,Genita Pugh
/lyric/4896874/Genitallica/Capitan+Peligro,Capitan Peligro,Genitallica
/lyric/4896876/Genitallica/Chiqutita,Chiqutita,Genitallica
/lyric/4896875/Genitallica/Imagina,Imagina,Genitallica
/lyric/4896878/Genitallica/Mi+Amigo,Mi Amigo,Genitallica
/lyric/4896885/Genitallica/Que+Fue+Lo+Que+Paso%3F,Que Fue Lo Que Paso?,Genitallica
/lyric/4896887/Genitallica/Quiero+Paz,Quiero Paz,Genitallica
/lyric/4896889/Genitallica/Super+Genital%3F,Super Genital?,Genitallica
/lyric/4896881/Genitallica/Super+Mal,Super Mal,Genitallica
/lyric/4896873/Genitallica/Todos+Tomados,Todos Tomados,Genitallica
/lyric/4896879/Genitallica/El+Vato,El Vato,Genitallica
/lyric/4896883/Genitallica/Zorra,Zorra,Genitallica
/lyric/5931037/Genitallica/18+Pack,18 Pack,Genitallica
/lyric/5931035/Genitallica/Borracho,Borracho,Genitallica
/lyric/5931038/Genitallica/Despu%C3%A9s,Después,Genitallica
/lyric/5931040/Genitallica/Funeral+Reggae,Funeral Reggae,Genitallica
/lyric/5931050/Genitallica/Hacerlo+Bien,Hacerlo Bien,Genitallica
/lyric/5931044/Genitallica/Hasta+Morir,Hasta Morir,Genitallica
/lyric/5931046/Genitallica/No+Digo+Nada,No Digo Nada,Genitallica
/lyric/5931043/Genitallica/No+Tengo+Amigos,No Tengo Amigos,Genitallica
/lyric/5931036/Genitallica/Otra+Vez,Otra Vez,Genitallica
/lyric/5931045/Genitallica/El+Perro+de+Mi+Primo,El Perro de Mi Primo,Genitallica
/lyric/5931033/Genitallica/Pr%C3%A9ndelo,Préndelo,Genitallica
/lyric/5931042/Genitallica/Pres%C3%A9ntamela,Preséntamela,Genitallica
/lyric/5931048/Genitallica/Sadomasoquista,Sadomasoquista,Genitallica
/lyric/5931041/Genitallica/Trasero,Trasero,Genitallica
/lyric/5931047/Genitallica/Vale+Verga,Vale Verga,Genitallica
/lyric/8215409/Rico%2C+Daniela/%C2%BFQu%C3%A9+Fue+lo+Que+Pas%C3%B3%3F,¿Qué Fue lo Que Pasó?,Genitallica
artist/Rico%2C%20Daniela/0,"Rico, Daniela",Genitallica
/lyric/8215411/Genitallica/Chiquitita,Chiquitita,Genitallica
/lyric/31347136/Genitallica/Quiereme,Quiereme,Genitallica
/lyric/2360905/Genitorturers/120+Days,120 Days,Genitorturers
/lyric/2360914/Genitorturers/Crack+Track,Crack Track,Genitorturers
/lyric/2360913/Genitorturers/Force+Fed,Force Fed,Genitorturers
/lyric/2360908/Genitorturers/House+of+Shame,House of Shame,Genitorturers
/lyric/2360911/Genitorturers/Jackin%27+Man,Jackin' Man,Genitorturers
/lyric/2360910/Genitorturers/Lesser+Gods,Lesser Gods,Genitorturers
/lyric/2360909/Genitorturers/Pleasure+in+Restraint,Pleasure in Restraint,Genitorturers
/lyric/2360906/Genitorturers/Reality+Check,Reality Check,Genitorturers
/lyric/2360907/Genitorturers/Velvet+Dreams,Velvet Dreams,Genitorturers
/lyric/2816018/Genitorturers/Crucified,Crucified,Genitorturers
/lyric/2816010/Genitorturers/Terrorvision,Terrorvision,Genitorturers
/lyric/3307796/Genitorturers/Touch+Myself+%5BDave+Ogilvie+%26+Scott+Humphrey+Mix%5D,Touch Myself [Dave Ogilvie & Scott Humphrey Mix],Genitorturers
/lyric/6754744/Genius+Products/Little+Drummer+Boy,Little Drummer Boy,Genius Products
/lyric/6754738/Genius+Products/Santa+Claus+Is+Coming+to+Town,Santa Claus Is Coming to Town,Genius Products
/lyric/6159361/Genius+Products/This+Old+Man,This Old Man,Genius Products
/lyric/8697370/Gennaro+Cosmo+Parlato/Ti+Sento,Ti Sento,Gennaro Cosmo Parlato
/lyric/14230621/Gennessee/Big+Girls,Big Girls,Gennessee
/lyric/1055090/Geno+Delafose/Think+It+Over,Think It Over,Geno Delafose
/lyric/6281435/Geno+Delafose/What+Do+You+Want+With+His+Love,What Do You Want With His Love,Geno Delafose
/lyric/22926945/Geno+Washington/Three+Time+Loser,Three Time Loser,Geno Washington
artist/Ram%20Jam%20Band/526735,Ram Jam Band,Geno Washington
/lyric/22926959/Geno+Washington/You+Got+Me+Hummin%27,You Got Me Hummin',Geno Washington
artist/Ram%20Jam%20Band/526735,Ram Jam Band,Geno Washington
/lyric/4300634/Geno+Washington/I%27m+Your+Puppet,I'm Your Puppet,Geno Washington
artist/Ram%20Jam%20Band/526735,Ram Jam Band,Geno Washington
/lyric/4300598/Geno+Washington/Water,Water,Geno Washington
artist/Ram%20Jam%20Band/526735,Ram Jam Band,Geno Washington
/lyric/10067240/Geno+Washington/Don%27t+Fight+It,Don't Fight It,Geno Washington
/lyric/10067278/Geno+Washington/I+Can%27t+Quit+Her,I Can't Quit Her,Geno Washington
/lyric/10067254/Geno+Washington/I+Take+What+I+Want,I Take What I Want,Geno Washington
/lyric/10067275/Geno+Washington/Knock+on+Wood,Knock on Wood,Geno Washington
/lyric/10067276/Geno+Washington/Never+Like+This+Before,Never Like This Before,Geno Washington
/lyric/10067273/Geno+Washington/Raise+Your+Hand,Raise Your Hand,Geno Washington
/lyric/10067242/Geno+Washington/Respect,Respect,Geno Washington
/lyric/10067274/Geno+Washington/Use+Me,Use Me,Geno Washington
/lyric/10067253/Geno+Washington/Wild+Thing,Wild Thing,Geno Washington
/lyric/10067248/Geno+Washington/You+Left+the+Water+Running,You Left the Water Running,Geno Washington
/lyric/14913468/Gente+de+Zona/El+Animal,El Animal,Gente de Zona
/lyric/32235062/Marc+Anthony/La+Gozadera,La Gozadera,Gente de Zona
artist/Marc%20Anthony/37072,Marc Anthony,Gente de Zona
/lyric/32486397/Marc+Anthony/Traidora,Traidora,Gente de Zona
artist/Marc%20Anthony/37072,Marc Anthony,Gente de Zona
/lyric/33766344/Los+del+Rio/Mas+Macarena,Mas Macarena,Gente de Zona
artist/Los%20del%20Rio/169655,Los del Rio,Gente de Zona
/lyric/32773205/Gente+de+Zona/Algo+Contigo,Algo Contigo,Gente de Zona
/lyric/32773200/Gente+de+Zona/M%C3%A1s+Whisky,Más Whisky,Gente de Zona
artist/A%26M/1148988,A&M,Gente de Zona
artist/Motiff/2488837,Motiff,Gente de Zona
/lyric/32773203/Gente+de+Zona/Por+Ti,Por Ti,Gente de Zona
/lyric/32773201/Gente+de+Zona/Que+T%C3%BA+Quieres,Que Tú Quieres,Gente de Zona
/lyric/32773202/Gente+de+Zona/La+Tentaci%C3%B3n,La Tentación,Gente de Zona
/lyric/32773199/Chino+%26+Nacho/T%C3%BA+Me+Quemas,Tú Me Quemas,Gente de Zona
artist/Chino%20%26%20Nacho/1074689,Chino & Nacho,Gente de Zona
artist/Los%20Cadillacs/2984250,Los Cadillacs,Gente de Zona
/lyric/32773196/Gente+de+Zona/Tu+y+Yo,Tu y Yo,Gente de Zona
/lyric/2520863/Gentle+Giant/Giant,Giant,Gentle Giant
/lyric/2517558/Gentle+Giant/Black+Cat,Black Cat,Gentle Giant
/lyric/823133/Gentle+Giant/The+Advent+of+Panurge,The Advent of Panurge,Gentle Giant
/lyric/823135/Gentle+Giant/A+Cry+for+Everyone,A Cry for Everyone,Gentle Giant
/lyric/823138/Gentle+Giant/Dog%27s+Life,Dog's Life,Gentle Giant
/lyric/823134/Gentle+Giant/Raconteur%2C+Troubadour,"Raconteur, Troubadour",Gentle Giant
/lyric/823140/Gentle+Giant/River,River,Gentle Giant
/lyric/823139/Gentle+Giant/Think+of+Me+with+Kindness,Think of Me with Kindness,Gentle Giant
/lyric/1991428/Gentle+Giant/Prologue,Prologue,Gentle Giant
/lyric/1991429/Gentle+Giant/Schooldays,Schooldays,Gentle Giant
/lyric/1991430/Gentle+Giant/Working+All+Day,Working All Day,Gentle Giant
/lyric/7689250/Gentle+Giant/A+Reunion,A Reunion,Gentle Giant
/lyric/6902767/Gentle+Giant/The+Power+and+the+Glory+%5B%23%5D,The Power and the Glory [#],Gentle Giant
/lyric/2682619/Gentle+Giant/Mobile,Mobile,Gentle Giant
/lyric/1636346/Gentle+Giant/Give+It+Back,Give It Back,Gentle Giant
/lyric/1636345/Gentle+Giant/Interview,Interview,Gentle Giant
/lyric/2816144/Gentle+Giant/Sweet+Georgia+Brown+%5BBreakdown+in+Brussels%5D,Sweet Georgia Brown [Breakdown in Brussels],Gentle Giant
/lyric/2678855/Gentle+Giant/Winning,Winning,Gentle Giant
/lyric/2677672/Gentle+Giant/Friends,Friends,Gentle Giant
/lyric/1636204/Gentle+Giant/Heroes+No+More+%5B%2A%5D,Heroes No More [*],Gentle Giant
/lyric/1636202/Gentle+Giant/Inside+Out,Inside Out,Gentle Giant
/lyric/1636199/Gentle+Giant/Number+One,Number One,Gentle Giant
/lyric/1636200/Gentle+Giant/Underground,Underground,Gentle Giant
/lyric/551157/Gentle+Giant/Playing+the+Game,Playing the Game,Gentle Giant
/lyric/1582251/Gentle+Giant/Aspirations,Aspirations,Gentle Giant
/lyric/1582252/Gentle+Giant/Cogs+in+Cogs,Cogs in Cogs,Gentle Giant
/lyric/1582250/Gentle+Giant/Experience,Experience,Gentle Giant
/lyric/1582243/Gentle+Giant/Isn%27t+It+Quiet+and+Cold%3F,Isn't It Quiet and Cold?,Gentle Giant
/lyric/1582249/Gentle+Giant/Proclamation,Proclamation,Gentle Giant
/lyric/1582248/Gentle+Giant/Way+of+Life,Way of Life,Gentle Giant
/lyric/1586917/Gentle+Giant/Alucard,Alucard,Gentle Giant
/lyric/1586923/Gentle+Giant/Edge+of+Twilight,Edge of Twilight,Gentle Giant
/lyric/1586921/Gentle+Giant/The+Face,The Face,Gentle Giant
/lyric/1586898/Gentle+Giant/Funny+Ways,Funny Ways,Gentle Giant
/lyric/1586902/Gentle+Giant/The+House%2C+the+Street%2C+the+Room,"The House, the Street, the Room",Gentle Giant
/lyric/1586910/Gentle+Giant/Mister+Class+and+Quality%3F,Mister Class and Quality?,Gentle Giant
/lyric/1586922/Gentle+Giant/The+Moon+Is+Down,The Moon Is Down,Gentle Giant
/lyric/1586924/Gentle+Giant/No+Gods+a+Man,No Gods a Man,Gentle Giant
/lyric/1586907/Gentle+Giant/Nothing+at+All,Nothing at All,Gentle Giant
/lyric/1586919/Gentle+Giant/Pantagruel%27s+Nativity,Pantagruel's Nativity,Gentle Giant
/lyric/1586899/Gentle+Giant/Peel+the+Paint,Peel the Paint,Gentle Giant
/lyric/1586915/Gentle+Giant/Plain+Truth,Plain Truth,Gentle Giant
/lyric/1586905/Gentle+Giant/Raconteur+Troubadour,Raconteur Troubadour,Gentle Giant
/lyric/1586904/Gentle+Giant/School+Days,School Days,Gentle Giant
/lyric/1586925/Gentle+Giant/So+Sincere,So Sincere,Gentle Giant
/lyric/1586911/Gentle+Giant/Three+Friends,Three Friends,Gentle Giant
/lyric/1586927/Gentle+Giant/Valedictory,Valedictory,Gentle Giant
/lyric/1586908/Gentle+Giant/Why+Not%3F,Why Not?,Gentle Giant
/lyric/1586906/Gentle+Giant/Wreck,Wreck,Gentle Giant
/lyric/1836810/Gentle+Giant/The+Runaway,The Runaway,Gentle Giant
/lyric/4531649/Gentle+Giant/An+Inmates+Lullaby,An Inmates Lullaby,Gentle Giant
/lyric/7418474/Gentle+Giant/A+Cry+for+Everyone+%5BMoog%5D,A Cry for Everyone [Moog],Gentle Giant
/lyric/7418486/Gentle+Giant/No+God%27s+a+Man+%5BHammond%5D,No God's a Man [Hammond],Gentle Giant
/lyric/7418477/Gentle+Giant/River+%5BCello%5D,River [Cello],Gentle Giant
/lyric/7697452/Brooke+Russell/True+Love,True Love,Gentleman
artist/Brooke%20Russell/370819,Brooke Russell,Gentleman
/lyric/9864416/Gentleman/After+a+Storm,After a Storm,Gentleman
/lyric/9864412/Gentleman/All+That+You+Had,All That You Had,Gentleman
/lyric/9864408/Gentleman/Caan+Hold+Us+Down,Caan Hold Us Down,Gentleman
/lyric/9864421/Gentleman/Church+and+State,Church and State,Gentleman
/lyric/9864424/Gentleman/For+the+Children,For the Children,Gentleman
/lyric/9864409/Gentleman/Intoxication,Intoxication,Gentleman
/lyric/9864413/Gentleman/Life+Takes+More+Than+That,Life Takes More Than That,Gentleman
/lyric/9864425/Gentleman/No+Time+Like+Now,No Time Like Now,Gentleman
/lyric/9864406/Gentleman/Send+a+Prayer,Send a Prayer,Gentleman
/lyric/9864419/Gentleman/Strange+Things,Strange Things,Gentleman
/lyric/19592405/Gentleman/Along+The+Way,Along The Way,Gentleman
artist/Patrice/776755,Patrice,Gentleman
/lyric/19592414/Gentleman/Changes,Changes,Gentleman
/lyric/19592417/Gentleman/It+No+Pretty,It No Pretty,Gentleman
/lyric/19592413/Gentleman/To+The+Top,To The Top,Gentleman
artist/Christopher%20Martin/1144348,Christopher Martin,Gentleman
/lyric/32433893/Gentleman/Homesick,Homesick,Gentleman
artist/Milky%20Chance/2863420,Milky Chance,Gentleman
/lyric/32355585/Gentleman/The+Journey,The Journey,Gentleman
/lyric/32433895/Gentleman/Memories,Memories,Gentleman
/lyric/32355576/Gentleman/New+Day+Dawn,New Day Dawn,Gentleman
/lyric/32355584/Gentleman/Road+of+Life,Road of Life,Gentleman
/lyric/32433890/Gentleman/Walk+Away,Walk Away,Gentleman
/lyric/32433899/Gentleman/You+Remember,You Remember,Gentleman
/lyric/15014060/Gentleman+Reg/It%27s+Not+Safe,It's Not Safe,Gentleman Reg
/lyric/11638758/Gentlemen%27s+Blues+Club/Whipping+Post,Whipping Post,Gentlemen's Blues Club
/lyric/11638756/Gentlemen%27s+Blues+Club/White+Room,White Room,Gentlemen's Blues Club
/lyric/16650216/Gentlemen%27s+Blues+Club/Spanish+Fly+%28Be+My+Little+Lover%29,Spanish Fly (Be My Little Lover),Gentlemen's Blues Club
/lyric/10793946/Gentry+Bronson/Along+the+Mississippi,Along the Mississippi,Gentry Bronson
/lyric/10793934/Gentry+Bronson/Bad,Bad,Gentry Bronson
/lyric/10793939/Gentry+Bronson/Break+Free,Break Free,Gentry Bronson
